"","locality","decimalLatitude","decimalLongitude","locationID","tmp_vatnLnr"
"331","Aursnesvatnet",62.2541372778241,5.83387558043013,"NVE:vatnLnr:260115",260115
"332","Sandvikvatnet",62.1495074251989,5.50437381687185,"NVE:vatnLnr:1931",1931
"333","Kilebrekkvatnet",62.0343078161598,5.67099925571981,"NVE:vatnLnr:31058",31058
"334","Lovatnet",61.8233442908193,6.95429294295734,"NVE:vatnLnr:1806",1806
"335","Oppstrynsvatnet",61.9281958578133,7.01650591089694,"NVE:vatnLnr:1802",1802
"336","Oldevatnet",61.7773807931082,6.82580288143402,"NVE:vatnLnr:1805",1805
"337","Ommedalsvatnet",61.7087834297829,5.91691472882688,"NVE:vatnLnr:1771",1771
"338","Storfjorden",61.6397897248552,5.75964944883444,"NVE:vatnLnr:1756",1756
"339","Sætrevatnet",61.9530869913542,6.23362890219835,"NVE:vatnLnr:29104",29104
"340","Grøndalsvatnet",61.9789890048898,6.28938962629046,"NVE:vatnLnr:1940",1940
"341","Hornindalsvatnet",61.936616898625,6.33799896924115,"NVE:vatnLnr:1807",1807
"342","Blålidvatna",61.858553705484,5.3732634106096,"NVE:vatnLnr:27999",27999
"343","Konsdalsvatnet",61.8695594121086,5.07470975355465,"NVE:vatnLnr:27984",27984
"344","Dalevatnet",61.8533391866848,5.01069027869086,"NVE:vatnLnr:1812",1812
"345","Krokstadvatnet",61.6129314425615,5.64336171891066,"NVE:vatnLnr:1758",1758
"346","Lykkjebøvatnet",61.6234824541838,5.60175080844949,"NVE:vatnLnr:1755",1755
"347","Endestadvatnet",61.6008000958968,5.57087776483823,"NVE:vatnLnr:1754",1754
"348","Svardalsvatnet",61.5357488694956,5.44088704982559,"NVE:vatnLnr:28328",28328
"349","Fiskevatnet",61.6442456853625,5.47746099717527,"NVE:vatnLnr:28262",28262
"350","Midbøvatnet",61.6576595791511,5.51651073452,"NVE:vatnLnr:28250",28250
"351","Solheimsvatnet",61.6515077962653,5.47311272474752,"NVE:vatnLnr:1761",1761
"352","Sunndalsvatnet",61.6678196248739,5.56813924195548,"NVE:vatnLnr:1762",1762
"353","Grøndalsvatnet",61.6893517845794,5.56924165111425,"NVE:vatnLnr:28193",28193
"354","Vassetevatnet",61.5482219965794,5.49002126191222,"NVE:vatnLnr:1753",1753
"355","Movatnet",61.4319687966571,5.96069869668203,"NVE:vatnLnr:1733",1733
"356","Marosfjorden",61.2454524369806,5.45111100862674,"NVE:vatnLnr:1641",1641
"357","Langesjøen",61.2670849175677,5.17166969324079,"NVE:vatnLnr:1643",1643
"358","Kringlevatnet",61.2819389848052,5.15558239493047,"NVE:vatnLnr:28581",28581
"359","Saurdalsvatnet",61.2995525431804,5.2180234632743,"NVE:vatnLnr:28554",28554
"360","Tyssedalsvatnet",61.3048651406909,5.26605921139588,"NVE:vatnLnr:1644",1644
"361","Sætrevatnet",61.3286840805367,4.95336657824571,"NVE:vatnLnr:28517",28517
"362","Stongsvatnet",61.4283176178589,5.21259423672191,"NVE:vatnLnr:1739",1739
"363","Hærlandsvatnet",61.3594089518027,4.93405905055472,"NVE:vatnLnr:1743",1743
"364","Flossvatnet",61.1908295358092,5.34595800448996,"NVE:vatnLnr:28770",28770
"365","Hydalsvatnet",61.2459802555311,5.25406700688698,"NVE:vatnLnr:28672",28672
"366","Krakelivatnet",61.1065765484728,5.39513408985567,"NVE:vatnLnr:2490",2490
"367","Handalsvatnet",61.1381394546447,5.36940858323629,"NVE:vatnLnr:28858",28858
"368","Ramsgrøvatnet",61.2502439863021,5.22417651655252,"NVE:vatnLnr:28650",28650
"369","Brossvikvatnet",61.0527247857011,5.119793837796,"NVE:vatnLnr:1447",1447
"370","Yndesdalsvatnet",60.9355970937617,5.36561140170582,"NVE:vatnLnr:2131",2131
